student_id,year,country,mother_educ,father_educ,gender,math,read,science,stu_wgt,computer,internet,room,television,computer_n,car,book,wealth,escs
26441,2012,MEX,3,3,female,373.2747,420.5117,440.6378,115.6731,no,no,no,2,0,1,11-25,Low,Lower
11881,2012,MEX,3,2,female,436.057,510.7453,439.8918,32.5553,yes,yes,yes,3+,1,2,11-25,Moderate,Lower
18467,2012,MEX,5,5,female,475.7828,560.7869,536.8706,16.6076,yes,yes,yes,3+,2,2,26-100,Moderate,HIgher
28493,2012,MEX,1,5,female,418.6088,481.197,422.7341,27.018,no,no,no,2,0,0,11-25,Low,Lower
22014,2012,MEX,1,2,female,400.2259,391.7577,382.0776,39.3531,yes,yes,yes,3+,2,0,0-10,Moderate,Lower
16014,2012,MEX,2,2,female,412.6889,409.0737,451.0817,28.6976,no,no,no,1,0,1,11-25,Low,Lower
18184,2012,MEX,2,2,female,462.1514,505.4235,440.1716,29.9634,no,no,yes,2,0,0,0-10,Low,Lower
22872,2012,MEX,3,5,female,420.7898,478.4964,436.9079,14.4159,yes,yes,no,2,1,0,26-100,Moderate,Lower
23354,2012,MEX,4,4,male,512.0034,505.2873,505.4457,32.8037,yes,no,no,2,1,0,11-25,Low,Lower
28612,2012,MEX,5,5,male,454.7515,475.3748,461.3391,10.2107,yes,yes,no,3+,1,1,26-100,Moderate,Lower
3017,2012,MEX,3,3,female,379.584,432.2675,434.2037,87.009,no,no,no,3+,0,2,101-200,Moderate,Lower
31668,2012,MEX,5,5,female,521.9738,552.9232,553.6554,10.0571,yes,yes,yes,2,1,0,11-25,Moderate,HIgher
20657,2012,MEX,5,1,male,455.5305,463.3456,426.837,55.8233,yes,yes,yes,2,1,2,0-10,Moderate,Lower
442,2012,MEX,5,3,female,478.1196,471.1887,451.0817,49.1969,yes,yes,yes,3+,1,1,11-25,Moderate,Lower
27569,2012,MEX,2,2,male,392.1249,398.5484,439.2391,94.5345,no,no,no,1,0,0,0-10,Low,Lower
48400781,2018,MEX,5,4,female,312.023,426.888,433.694,151.69445,yes,yes,yes,2,2,2,11-25,Moderate,HIgher
12797,2012,MEX,2,2,female,375.8451,433.0618,390.1902,14.0626,yes,no,yes,3+,1,2,0-10,Moderate,Lower
24331,2012,MEX,3,5,male,413.4678,411.2192,419.3771,116.0819,yes,yes,yes,2,1,0,26-100,Moderate,HIgher
11955,2012,MEX,3,5,female,324.2016,333.1376,365.1063,6.2412,no,no,no,1,0,0,11-25,Low,Lower
28351,2012,MEX,5,3,male,511.2245,504.4052,485.4905,73.7461,yes,no,no,2,1,0,0-10,Low,Lower
9022,2012,MEX,5,2,female,471.8881,459.9095,521.0183,70.3443,yes,yes,no,2,1,1,26-100,Moderate,Lower
25889,2012,MEX,2,2,male,431.9286,432.2301,450.8019,131.0677,yes,yes,no,2,1,1,11-25,Moderate,Lower
8666,2012,MEX,1,2,female,346.1676,315.5039,362.7751,157.5374,no,no,no,3+,0,1,0-10,Low,Lower
316,2012,MEX,3,3,male,358.9422,355.083,383.9426,21.3056,no,no,yes,2,0,0,0-10,Low,Lower
48401402,2018,MEX,2,2,female,357.249,451.207,387.01,186.30729,no,no,no,1,0,0,0-10,Low,Lower
31434,2012,MEX,5,2,female,379.5062,316.4571,321.2794,27.7976,yes,yes,yes,2,1,1,26-100,Moderate,Lower
11080,2012,MEX,4,5,female,463.7872,528.8556,508.5229,28.2167,yes,yes,yes,3+,3+,2,11-25,Moderate,HIgher
20866,2012,MEX,2,1,male,387.9966,448.1888,386.74,9.506,no,yes,yes,3+,1,0,11-25,Moderate,Lower
5176,2012,MEX,2,3,female,314.0754,293.4221,315.6844,29.2713,yes,yes,no,3+,1,2,0-10,Moderate,Lower
48402538,2018,MEX,5,5,male,454.969,488.033,463.401,194.33412,yes,yes,yes,2,3+,2,26-100,Moderate,HIgher
1261,2012,MEX,3,2,male,369.38,289.6443,373.4987,7.6659,yes,yes,yes,2,1,1,0-10,Moderate,Lower
14175,2012,MEX,1,3,male,416.5836,382.5095,388.605,75.3112,no,no,yes,2,0,0,26-100,Low,Lower
31756,2012,MEX,3,3,male,395.1628,382.5095,357.7396,31.2943,no,no,yes,2,0,0,0-10,Moderate,Lower
48401026,2018,MEX,5,4,male,499.56,524.548,485.723,194.33412,yes,yes,yes,3+,3+,2,11-25,Moderate,HIgher
8368,2012,MEX,5,5,female,523.8433,576.0376,624.2447,25.028,yes,yes,no,1,1,1,201-500,Low,HIgher
7881,2012,MEX,5,3,male,388.9313,498.7916,397.8366,17.0409,yes,yes,yes,3+,2,2,11-25,Moderate,HIgher
13907,2012,MEX,2,2,female,311.8165,268.7191,307.7583,13.1129,no,no,no,3+,0,0,11-25,Low,Lower
48406824,2018,MEX,3,3,male,477.394,423.602,406.408,198.70861,yes,yes,no,2,1,2,0-10,Moderate,Lower
27779,2012,MEX,1,1,male,317.269,286.3563,445.7665,87.4444,no,no,no,2,0,2,11-25,Low,Lower
48402088,2018,MEX,5,3,male,472.78,560.811,559.301,124.64499,yes,yes,yes,1,1,0,11-25,Moderate,Lower
20833,2012,MEX,2,2,male,347.0245,323.9675,317.7359,32.4365,no,yes,yes,1,0,0,0-10,Low,Lower
18998,2012,MEX,3,1,male,540.902,567.7589,483.9985,7.6082,yes,yes,no,2,2,2,0-10,Moderate,Lower
48401550,2018,MEX,5,4,male,443.915,460.923,428.913,100.61662,yes,yes,yes,3+,3+,2,11-25,Moderate,HIgher
22087,2012,MEX,5,1,male,364.7063,359.4135,383.9426,16.7288,yes,yes,yes,2,1,1,0-10,Moderate,Lower
29016,2012,MEX,3,3,male,437.9265,363.2629,456.6766,16.3,no,no,no,2,0,2,101-200,Moderate,Lower
27803,2012,MEX,2,3,female,397.4996,466.4228,457.5159,52.6675,no,no,no,2,0,0,26-100,Low,Lower
48401214,2018,MEX,3,2,male,450.734,432.335,439.767,171.10625,yes,yes,yes,3+,2,3+,11-25,Moderate,HIgher
48402699,2018,MEX,5,5,female,322.817,409.362,341.442,184.65561,yes,yes,yes,3+,3+,3+,more than 500,High,HIgher
7962,2012,MEX,3,3,male,505.694,479.7053,463.95,15.0646,yes,no,no,2,1,0,26-100,Low,Lower
9351,2012,MEX,4,1,female,329.6542,463.2456,289.7613,6.4962,no,no,no,2,0,0,0-10,Low,Lower
48405266,2018,MEX,5,3,male,365.775,322.181,330.308,198.70861,yes,yes,no,3+,1,1,101-200,Moderate,Lower
29783,2012,MEX,3,2,male,367.7442,339.1243,344.7781,34.0762,no,no,yes,2,0,0,0-10,Low,Lower
13332,2012,MEX,5,3,female,485.4417,514.8758,550.8579,68.2327,yes,yes,no,3+,2,0,11-25,Moderate,Lower
5971,2012,MEX,3,3,male,456.6989,414.6675,478.4036,50.6869,no,no,yes,2,0,1,0-10,Low,Lower
1148,2012,MEX,2,2,female,358.4748,417.3345,337.3182,35.75,yes,yes,no,2,1,0,0-10,Low,Lower
21065,2012,MEX,3,2,female,406.2237,450.5366,356.9004,24.204,no,no,no,2,0,1,0-10,Low,Lower
48402319,2018,MEX,4,4,female,521.935,603.699,636.615,185.27881,yes,yes,yes,1,1,2,201-500,Low,HIgher
29025,2012,MEX,3,3,male,466.2798,409.9361,525.3077,16.3,no,no,no,1,0,0,11-25,Low,Lower
6940,2012,MEX,2,2,male,448.2863,554.1258,492.7639,18.1133,no,no,yes,2,0,1,0-10,Low,Lower
24327,2012,MEX,5,5,female,468.2271,535.4484,508.8959,127.6171,yes,yes,yes,2,1,1,26-100,Moderate,Lower
33296,2012,MEX,5,5,female,424.373,456.8911,466.934,10.25,yes,yes,yes,3+,3+,2,26-100,Moderate,HIgher
19139,2012,MEX,4,4,male,520.416,513.9483,532.2081,17.2375,yes,yes,yes,3+,3+,2,0-10,Moderate,HIgher
48406496,2018,MEX,3,3,female,504.178,447.43,388.478,157.45137,no,no,no,2,0,2,0-10,Moderate,Lower
4154,2012,MEX,1,4,female,443.4569,533.9392,451.9209,26.0374,no,no,yes,2,0,0,0-10,Low,Lower
24890,2012,MEX,3,4,female,281.5937,369.517,372.7527,21.7133,no,yes,yes,2,0,0,0-10,Low,Lower
84005148,2018,USA,5,5,female,370.073,327.271,278.516,562.35848,no,yes,yes,2,1,1,11-25,Moderate,Lower
3950,2012,USA,5,5,male,640.5281,614.5123,625.4569,668.6758,yes,yes,yes,3+,2,2,26-100,Moderate,HIgher
1225,2012,USA,5,5,male,529.1401,566.9569,570.7199,499.2871,yes,yes,yes,3+,2,3+,26-100,Moderate,HIgher
84005645,2018,USA,5,5,male,348.843,314.502,386.421,573.83485,yes,yes,yes,3+,2,3+,more than 500,Moderate,HIgher
84003741,2018,USA,5,5,male,560.365,592.772,532.918,950.67985,yes,yes,yes,3+,3+,3+,26-100,High,HIgher
84007923,2018,USA,5,5,male,526.095,466.827,525.614,676.63827,yes,yes,yes,3+,2,2,101-200,Moderate,HIgher
2052,2012,USA,5,5,male,440.3412,357.6492,391.6822,632.187,yes,yes,yes,3+,2,2,11-25,Moderate,HIgher
2611,2012,USA,5,5,female,355.3591,432.2675,399.6084,516.618,no,no,yes,2,0,1,0-10,Moderate,Lower
84002350,2018,USA,5,5,female,459.055,529.012,503.758,475.34085,yes,yes,yes,3+,1,1,0-10,Moderate,Lower
84006689,2018,USA,5,3,male,396.08,490.043,462.273,1156.87705,yes,yes,no,3+,3+,3+,26-100,High,HIgher
4667,2012,USA,5,5,female,468.3829,488.6635,502.6483,446.2097,yes,yes,yes,3+,3+,3+,0-10,High,Lower
84008178,2018,USA,5,5,male,520.2,528.405,495.262,395.37095,yes,yes,yes,3+,2,2,26-100,Moderate,Lower
3793,2012,USA,5,5,male,620.3536,575.5377,634.0358,520.972,yes,yes,yes,3+,2,2,101-200,Moderate,HIgher
84007823,2018,USA,5,5,female,378.914,522.629,450.634,647.54391,yes,yes,yes,3+,1,2,0-10,Moderate,Lower
311,2012,USA,5,5,female,617.5495,588.7466,581.0705,773.3606,yes,yes,yes,2,2,2,201-500,Moderate,HIgher
84005962,2018,USA,5,5,male,440.759,440.672,407.223,748.97385,yes,yes,no,3+,3+,3+,more than 500,Moderate,HIgher
396,2012,USA,5,5,male,475.3155,534.7989,544.0507,645.325,yes,yes,yes,3+,3+,2,26-100,Moderate,HIgher
2956,2012,USA,5,5,female,369.0684,444.9765,446.7922,866.5254,yes,yes,yes,3+,1,2,11-25,Moderate,Lower
2546,2012,USA,5,5,male,608.6696,580.3494,565.9642,137.6524,yes,yes,yes,3+,3+,3+,11-25,High,HIgher
2686,2012,USA,5,5,male,415.4931,391.9725,440.7311,608.6165,yes,yes,yes,3+,3+,3+,more than 500,High,HIgher
428,2012,USA,5,5,male,370.1589,361.659,464.1365,1010.33,no,yes,yes,3+,0,3+,0-10,Moderate,Lower
3685,2012,USA,2,1,female,567.308,614.1645,559.53,1127.6736,yes,yes,yes,2,3+,3+,26-100,Moderate,Lower
84004033,2018,USA,5,5,female,547.907,525.661,522.806,805.7694,yes,yes,yes,3+,2,3+,101-200,High,HIgher
84006664,2018,USA,5,5,male,395.746,459.267,480.965,454.67605,yes,yes,yes,3+,1,2,0-10,Moderate,Lower
84001954,2018,USA,3,5,male,347.724,366.665,356.542,627.25709,yes,yes,no,3+,0,2,0-10,Moderate,Lower
1931,2012,USA,5,3,female,505.8498,487.6309,529.5972,555.7286,yes,yes,yes,3+,3+,3+,26-100,High,HIgher
2155,2012,USA,5,5,male,527.5822,582.4345,532.2081,722.2776,yes,yes,yes,3+,3+,2,201-500,Moderate,HIgher
84004975,2018,USA,5,5,female,293.278,276.617,254.582,481.61237,no,no,yes,3+,2,2,26-100,Moderate,Lower
84006619,2018,USA,5,3,female,457.48,499.719,504.98,696.177,no,yes,yes,2,0,3+,26-100,Moderate,Lower
3309,2012,USA,5,5,female,493.9321,569.9215,536.8706,539.875,yes,yes,yes,3+,3+,2,101-200,High,HIgher
84005446,2018,USA,5,2,male,474.591,494.137,494.298,1124.92957,yes,yes,yes,3+,3+,2,26-100,Moderate,Lower
84001777,2018,USA,5,3,male,464.319,454.08,478.089,552.37723,yes,yes,no,3+,3+,3+,26-100,Moderate,Lower
2388,2012,USA,5,5,male,592.935,548.5122,584.4275,768.5392,yes,yes,yes,3+,3+,2,11-25,Moderate,Lower
4316,2012,USA,5,5,male,405.289,490.7721,501.7158,861.9656,yes,yes,yes,3+,1,1,26-100,Moderate,HIgher
84003070,2018,USA,5,5,female,412.254,415.703,361.046,659.06944,yes,yes,yes,3+,1,3+,11-25,Moderate,Lower
4715,2012,USA,5,5,female,657.1195,655.3892,686.1619,431.3853,yes,yes,no,3+,1,2,more than 500,Moderate,HIgher
3776,2012,USA,5,2,male,393.6049,444.2593,402.8721,826.6046,yes,yes,no,3+,1,3+,0-10,Moderate,Lower
84006384,2018,USA,3,3,female,391.354,469.917,461.895,555.86203,no,yes,no,3+,0,2,26-100,Moderate,Lower
2323,2012,USA,5,3,male,435.6675,505.2071,496.1209,667.4383,no,yes,yes,3+,0,3+,26-100,Moderate,Lower
84001103,2018,USA,5,5,male,449.804,462.382,413.505,1064.28169,yes,no,yes,1,2,2,201-500,Moderate,Lower
1223,2012,USA,5,5,male,606.4885,631.0323,604.1029,499.2871,yes,yes,yes,2,2,3+,101-200,Moderate,HIgher
84001739,2018,USA,5,5,female,504.225,541.736,515.529,763.91774,yes,yes,yes,2,3+,1,201-500,Moderate,HIgher
84006615,2018,USA,5,5,female,359.772,333.764,396.004,606.16941,no,no,yes,2,0,1,0-10,Low,Lower
670,2012,USA,5,5,male,474.6923,504.9666,487.6352,713.3508,yes,yes,yes,3+,2,2,11-25,Moderate,HIgher
2869,2012,USA,1,2,female,329.732,359.4293,334.5207,223.4252,yes,yes,no,3+,2,2,0-10,Moderate,Lower
2297,2012,USA,5,5,female,388.1524,392.552,376.7624,602.0509,yes,yes,yes,3+,2,3+,0-10,Moderate,HIgher
943,2012,USA,5,5,male,491.05,527.421,537.0571,767.7961,yes,yes,yes,3+,2,2,101-200,Moderate,HIgher
2152,2012,USA,5,5,female,378.7272,419.4791,387.3928,722.2776,yes,yes,yes,2,2,2,26-100,Moderate,HIgher
84006281,2018,USA,5,5,female,415.346,371.694,415.693,592.89534,yes,yes,no,2,1,2,11-25,Moderate,Lower
84005201,2018,USA,5,5,male,532.851,532.935,568.095,991.4961,yes,yes,yes,3+,3+,3+,26-100,Moderate,HIgher
84006541,2018,USA,5,5,female,535.315,589.726,473.871,1408.59073,yes,yes,no,2,2,2,26-100,Moderate,HIgher
84000311,2018,USA,5,5,male,500.806,555.925,567.383,965.74826,yes,yes,yes,3+,2,3+,26-100,Moderate,HIgher
4602,2012,USA,5,5,female,451.1684,427.5016,435.9754,2220.15,yes,yes,no,2,1,1,26-100,Moderate,Lower
84007005,2018,USA,5,5,male,337.365,248.187,343.724,726.08711,yes,yes,yes,2,3+,3+,26-100,Moderate,HIgher
84002804,2018,USA,5,5,male,528.52,613.711,588.48,897.60411,yes,yes,yes,3+,3+,3+,26-100,Moderate,HIgher
2975,2012,USA,5,5,female,517.3002,540.532,520.0858,707.5109,yes,yes,yes,2,2,0,26-100,Moderate,Lower
84006668,2018,USA,5,5,male,538.145,616.246,590.206,831.17586,yes,yes,yes,3+,3+,2,201-500,High,HIgher
84004859,2018,USA,5,5,male,406.95,430.876,367.103,965.74826,yes,yes,no,1,1,2,0-10,Moderate,Lower
