Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,CA,2021,12,Female,16,Left-Handed,157.5,23,157,1,Car,15,0.403,49,Baseball/Softball,100,90,90,90,20,60,23,Same length,63.5,63.9,Ring finger,November,Spring,No,No,Fruit,Water,Art,6,9,5,Yes - broadband connection,Text messaging,40,40,14,1,10,4,2,0,10,7,8,3,0,5,A lot,Graduate degree,Pop,Telepathy,Happy,Relative,Health
USA,GA,2017,9,Male,15,Right-Handed,170.2,25.4,169,1,Bus,15,0.982,67,Other,1000,999,998,997,0,0,25.4,Same length,68,67,Index finger,June,Fall,Yes,No,Meat,Soft drink (caffeinated),Physical education,11,15,6,Yes - broadband connection,Text messaging,100,200,54,1,0,0,0,0,0,0,0,0,0,0,None,Graduate degree,Country,Fly,Rich,Relative,"Wildlife, animals"
USA,CA,2023,12,Male,17,Left-Handed,182,28,177,3,Car,7,0.431,44,Football (American),982,321,788,566,452,235,27,Right foot,69,68,Index finger,December,Winter,No,Yes,Breads/Sandwiches,Water,Computers and technology,6,10,5,Yes - broadband connection,Text messaging,19,5,2,0.5,20,6,4,1,5,1,80,2,0,4,Very little,Graduate degree,Rap/Hip hop,Telepathy,Rich,Business person,Health
USA,CA,2013,7,Female,12,Right-Handed,157,24,155,1,Car,30,2.094,59,Skateboarding/Rollerblading,1000,900,900,901,500,800,24.5,Left foot,62,67,Ring finger,April,Spring,No,No,No favorite,Water,Physical education,9.5,13,3,Yes - dial-up connection,Other,0,0,14,7,15,1,1,210,7,0,310,14,0,0,A lot,Graduate degree,Pop,Fly,Happy,Business person,"Wildlife, animals"
USA,CA,2014,6,Female,11,Right-Handed,163,26.5,163,1,Car,7,0.14,40,Swimming,866,845,1000,791,995,979,26.5,Same length,80,82,Ring finger,May,Winter,Yes,No,Soups,Tea,Computers and technology,11,15,4,Yes - broadband connection,In person,40,80,25,1,1,3,14,2,2,3,9,6,0,1,A lot,Graduate degree,Other,Telepathy,Happy,Friend,International aid
USA,CA,2015,12,Male,17,Right-Handed,165,22,174,2,Car,15,0.999,52,Football (American),500,1000,1000,1000,1000,1000,22,Same length,85,88,Ring finger,April,Winter,No,No,Meat,Water,History,9,10,5,Yes - dial-up connection,In person,20,20,5,1,2,6,5,4,1,5,8,1,4,1,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Business person,International aid
USA,CA,2017,12,Male,17,Right-Handed,185.4,25.4,186,1,Car,8,0.391,45,Other,572,406,545,321,599,626,25.4,Same length,75,80,Ring finger,September,Winter,No,No,Meat,Water,Science,6.5,7,4,Yes - broadband connection,Text messaging,67,71,15,15,6.5,14,9,9,20,20,25,20,9,2,Some,Graduate degree,Other,Freeze time,Happy,Teacher,International aid
USA,CA,2014,12,Female,17,Right-Handed,169,24,166,2,Car,22,0.435,42,Tennis,620,433,225,80,1000,1000,24.5,Left foot,75,76,Ring finger,January,Fall,No,No,Desserts,Water,Physical education,7,10,4,Yes - broadband connection,Text messaging,200,250,6,0,15,3,20,0,3,6,5,4,0,0,A lot,Graduate degree,Pop,Telepathy,Happy,Musician or singer,Health
USA,CA,2024,12,Female,17,Left-Handed,170,24,170,1,Car,10,0.43,32,Soccer,620,578,898,551,299,353,24,Same length,70,65,Index finger,April,Summer,No,No,Pizza/Pasta,Water,English,7.5,8.5,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",3,3,9,12,10,8,8,0,30,4,35,4,6,2,Some,Undergraduate degree,Rap/Hip hop,Invisibility,Happy,Actor,"Wildlife, animals"
USA,CA,2017,12,Male,17,Right-Handed,192,28,193,1,Car,15,0.29,37,Bowling,200,200,600,200,300,850,28,Same length,79,86,Ring finger,May,Summer,No,No,Meat,Water,Other,7,7,3,Yes - broadband connection,Internet chat or instant messaging,17,15,3,0.25,5,10,4,35,0,1,30,2,0,4,Some,Graduate degree,Techno/Electronic,Invisibility,Happy,Teacher,International aid
USA,CA,2017,10,Female,15,Right-Handed,170.2,25.9,170,2,Walk,15,0.45,37,Baseball/Softball,1000,1000,1000,1000,100,1000,25.9,Right foot,69,68,Index finger,July,Winter,No,No,No favorite,Water,Physical education,6,7,6,Yes - other,Text messaging,90,95,7,4,3,9,2,3,4,1,2,2,5,3,A lot,Graduate degree,Other,Fly,Famous,Business person,"Wildlife, animals"
USA,CA,2018,12,Female,17,Right-Handed,169.5,24.13,170.2,3,Car,27,0.492,52,Other,700,700,700,700,200,200,22.86,Right foot,76.2,71.12,Index finger,June,Winter,Yes,No,No favorite,Water,Music,4,4,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",20,30,28,2,15,5,1,1,30,15,17,0,28,5,A lot,Undergraduate degree,Punk rock,Telepathy,Healthy,Musician or singer,Health
USA,CA,2018,12,Male,16,Right-Handed,185,30,190,4,Boat,120,0.719,56,Swimming,0,0,0,0,1000,1000,28,Right foot,68,67,Index finger,October,Winter,No,No,Fruit,Water,Art,5,16,7,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",2000,1,2,7,1,15,2,65,100,20,100,12,0,3,A lot,Undergraduate degree,Classical,Fly,Happy,Other,Other
USA,CA,2017,12,Female,17,Right-Handed,164,30,179,3,Car,10,0.36,50,Other,1000,1000,1000,1000,1000,1000,30,Right foot,80,75,Index finger,May,Fall,No,No,Rice/Noodle dishes,Water,History,6,7,3,Yes - broadband connection,Internet chat or instant messaging,11,10,5,3,8,8,4,0,15,15,60,5,7,1,A lot,Graduate degree,Pop,Freeze time,Happy,Relative,International aid
USA,CA,2018,12,Female,17,Right-Handed,168,25,165,2,Car,20,0.597,46,Tennis,1000,1000,1000,1000,1000,1000,25,Same length,76,75,Index finger,March,Summer,Yes,No,Desserts,Water,Mathematics and statistics,8,8,4,Yes - broadband connection,Text messaging,50,50,10,3,20,4,18,0,3,4,4,9,2,1,A lot,Graduate degree,Other,Fly,Happy,Relative,Environment
USA,CA,2015,6,Female,12,Right-Handed,162,25,161,1,Car,15,0.615,50,Other,390,663,1000,578,1000,1000,25,Same length,70,75,Ring finger,January,Winter,Yes,No,Seafood,Soft drink (non-caffeinated),Art,9,11,2,Yes - other,Text messaging,8,3,12,1,18,7,8,0,6,4,10,11,0,0,Very little,Graduate degree,Pop,Fly,Happy,Relative,Health
USA,GA,2021,12,Male,17,Right-Handed,185.4,30,187,1,Car,5,0.354,47,Rowing,856,797,872,850,444,620,29,Right foot,100,90,Index finger,June,Winter,No,No,No favorite,Water,Other,7,6,3,Yes - broadband connection,Internet chat or instant messaging,2,3,3,3,1,0,1,0,8,4,12,2,27,5,Some,Graduate degree,Punk rock,Invisibility,Happy,Politician,Health
USA,CA,2015,12,Female,16,Right-Handed,154.9,28,154,3,Car,15,0.5,12,Bowling,0,0,0,0,0,0,24,Same length,76,76,Same length,December,Fall,No,Yes,Seafood,Tea,Music,3,0,6,Yes - dial-up connection,Text messaging,87,87,33,12,22,29,34,26,34,18,43,19,28,34,A lot,Graduate degree,Rock and roll,Telepathy,Rich,Actor,Other
USA,CA,2015,11,Female,17,Right-Handed,159,24,164,2,Car,7,0.749,48,Soccer,600,300,900,500,100,1000,23,Right foot,80,68,Index finger,May,Winter,No,No,No favorite,Water,Music,7,10,9,Yes - broadband connection,Text messaging,500,500,10,14,5,16,8,3,14,14,4,3,16,14,Some,Graduate degree,Gospel,Fly,Happy,Other,"Wildlife, animals"
USA,CA,2016,12,Female,15,Right-Handed,173,25,172,2,Walk,5,0.369,34,Other,829,952,807,599,759,209,24,Right foot,80,72,Index finger,November,Winter,No,Yes,Pizza/Pasta,Water,History,8,11,4,No internet connection,"Myspace, Facebook, other social networking sites, or blog",4,5,0.5,0.25,1,0,2,3,1,0.25,4,0,0.25,0,Some,Undergraduate degree,Other,Fly,Happy,Relative,Other
USA,GA,2024,12,Female,17,Ambidextrous,167.6,26,168,2,Car,7,0.41,80,Dancing,460,684,128,400,856,1000,31,Left foot,72,71,Index finger,January,Spring,Yes,No,No favorite,Juice,English,7,10,5,Yes - broadband connection,Text messaging,26,80,14,3,1,4,4,0,18,14,10,24,20,0,A lot,High school,Pop,Telepathy,Rich,Relative,"Wildlife, animals"
USA,CA,2016,11,Male,16,Right-Handed,185,28,190,2,Car,9,0.569,34,Other,372,266,479,920,20,409,25,Right foot,69,68,Index finger,July,Summer,Yes,No,Meat,Water,Other,8,12,3,Yes - broadband connection,In person,0,0,24,0,0,3,24,0,2,0,0,0,0,1,Very little,Graduate degree,Other,Fly,Happy,Other,"Wildlife, animals"
USA,CA,2016,11,Female,17,Right-Handed,154.9,23,158,2,Bus,30,0.326,48,Tennis,941,941,1000,626,1000,1000,23,Same length,65,70,Ring finger,October,Summer,Yes,No,Rice/Noodle dishes,Water,Science,7,9,7,Yes - broadband connection,Text messaging,100,35,4,2,4,5,2,0,5,8,6,2,0,3,A lot,Some college,Rhythm and blues (R&B),Invisibility,Happy,Other,International aid
USA,CA,2012,12,Male,20,Right-Handed,171,25,170,3,Car,10,0.375,42,Soccer,200,500,800,500,1000,1000,25,Same length,80,90,Ring finger,May,Winter,No,No,Meat,Water,Physical education,6,9,4,Yes - broadband connection,Internet chat or instant messaging,10,10,4,1,15,20,4,0,15,1,40,5,2,5,Some,Graduate degree,Pop,Freeze time,Rich,Musician or singer,International aid
USA,GA,2023,12,Female,17,Right-Handed,161,24,164,1,Bus,8,0.53,42,Basketball,492,48,321,754,59,1000,23,Right foot,80,70,Index finger,July,Summer,No,No,Pizza/Pasta,Water,History,4,6,4,Yes - other,In person,100,150,0,10,3,0,12,0,35,10,8,10,12,7,Some,Graduate degree,Rhythm and blues (R&B),Telepathy,Rich,Coach or club leader,International aid
USA,GA,2019,11,Female,15,Right-Handed,170,25,172,2,Car,15,0.476,47,Running/Jogging,626,765,449,401,888,1000,24,Right foot,97,101,Ring finger,September,Fall,No,No,Rice/Noodle dishes,Water,History,7,8,6,Yes - other,In person,10,10,3,0,10,3,15,0,2,2,10,10,0,3,A lot,Graduate degree,Pop,Telepathy,Happy,Religious figure,Religious
USA,CA,2015,6,Female,11,Left-Handed,150,22,150,1,Bus,11,0.415,43,Tennis,721,500,1000,220,345,549,22.5,Left foot,75,80,Ring finger,March,Summer,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,9.5,10,4,Yes - dial-up connection,In person,10,15,3,0,3,3,5,0.5,0,0.1,2,1,0,0.3,Some,Graduate degree,Pop,Fly,Happy,Sports person,International aid
USA,CA,2017,11,Female,17,Right-Handed,160,25,159,1,Rail (Train/Tram/Subway),15,1,35,Dancing,1000,1000,1000,1000,1000,1000,21,Left foot,86,88,Ring finger,May,Winter,No,No,Meat,Sports drink,English,4,5,6,Yes - broadband connection,In person,100,120,10,3,12,10,0,0,17,8,13,0,0,3,A lot,Graduate degree,Rap/Hip hop,Telepathy,Rich,Community leader or elder,"Arts, culture, sports"
USA,CA,2018,9,Female,14,Right-Handed,155,25,153,1,Car,15,0.474,46,Other,200,10,10,10,900,1000,25,Same length,75,75,Same length,August,Winter,No,No,Meat,Water,Other,8,12,4,Yes - broadband connection,Text messaging,100,100,10,1,6,2,12,0,30,30,40,50,0,0,A lot,Graduate degree,Other,Telepathy,Rich,Relative,Health
USA,CA,2023,12,Male,16,Right-Handed,177,30,176,2,Car,30,0.405,27,Football (American),750,750,750,750,750,750,30,Same length,80,80,Same length,August,Winter,No,No,No favorite,Water,Computers and technology,6,10,3,Yes - broadband connection,Internet chat or instant messaging,5,5,25,1,10,7,5,25,20,1,25,0,0,2,Some,Some college,Other,Super strength,Rich,Other,Environment
